PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
2019101178,FACEPE,09/12/2019,dezembro,Concluído no Prazo,"Solicito informações relacionadas a participação da Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco (FACEPE) nesse programa, sobre o que solicito que seja informado:1)    Se a FACEPE é uma instituição co-financiadora do Programa INCT do CNPQ (edital 15/2008 e 16/2014);2)    Quanto a FACEPE aportou (recursos financeiros) em cada um dos editais (CNPQ 15/2008 e 16/2014). Informar como foram feitos esses aportes e apontar qual a previsão de aportes futuros;3)    Quanto a FACEPE já aportou (recursos financeiros) no INCT/projeto abaixo indicado e qual a previsão de aportes futuros:?    INCT de Fotônica. Coordenador: ANDERSON STEVENS LEONIDAS",Informações institucionais,"Em resposta ao PAI-Pedido de Acesso à Informação (№ de protocolo 2019101178), seguem as respostas aos questionamentos realizados:1-    A FACEPE é instituição co-financiadora do Programa INCT do CNPq, conforme objeto do Acordo de Cooperação 003/2017 (SEI: 01300.002667/2017-81) no qual a FACEPE participa apenas da chamada INCT - MCTI/CNPq/CAPES/FAPs nº 16/2014;2-    No referido programa, no edital 16/2014, a FACEPE já aportou, entre bolsas e auxílios financeiros à pesquisa, até o momento, R$3.632.882,00; Os recursos são viabilizados aos coordenadores dos projetos aprovados, após assinatura de Termo de Outorga, por meio de cartão BB pesquisa, modalidade de cartão destinada para repasse de recursos para desenvolvimento da pesquisa. As parcelas são pagas mediante folha de pagamento emitida pela FACEPE à Secretaria da Fazenda do Estado, a qual efetiva o pagamento conforme programação financeira. Há previsão de pagamento em agosto de cada ano, sendo os próximos em 2020 e 2021.3-    Especificamente para o INCT de Fotônica, sob coordenação de Anderson Stevens Leonidas, desde o início do projeto, a FACEPE já pagou R$1.530.215,00; semelhantemente aos demais projetos, os aportes têm previsão anual, sendo planejados para ocorrer em agosto de 2020 e agosto de 2021?.",Acesso concedido,Não se aplica
2019101674,SDS,10/12/2019,dezembro,Concluído no Prazo,"Solicito:1. Tabela com dados sobre:1.a) pessoas mortas (em confronto com civis ou lesão não natural) por policiais militares em serviço;1.b) pessoas mortas (em confronto com civis ou lesão não natural) por policiais militares fora de serviço.2. Tabela com dados sobre:2.a) pessoas mortas (em confronto com civis ou lesão não natural) por policiais civis em serviço;2.b) pessoas mortas (em confronto com civis ou lesão não natural) por policiais civis fora de serviço.3. Tabela com dados sobre:3.a) policiais militares mortos em serviço;3.b) policiais militares mortos fora de serviço.4. Tabela com dados sobre:4.a) policiais civis mortos em serviço;4.b) policiais civis mortos fora de serviço.5. Tabela com total de MVI (mortes violentas intencionais) no estado.Obs.: Os dados devem estar separados em colunas com o total por mês, e compreender o período de janeiro a novembro (se não for possível, até outubro) de 2019.",Segurança Pública,"?Relatório nº 948/2019-GACE/SDS, datado de 13 de dezembro de 2019.?Obs.1: A fonte de dados da Gerência de Análise Criminal e Estatística desta Secretaria é o INFOPOL, sistema utilizado nas Delegacias de Polícia no ato de registro das ocorrências. As informações estão sendo prestadas usando os filtros existentes no banco de dados.Obs.2: A Ouvidoria esclarece que esta Secretaria de Defesa Social, bem como a Polícia Civil e a Polícia Militar de Pernambuco não dispõem de informações sobre ?pessoas mortas (em confronto com civis ou lesão não natural) por policiais civis e/ou militares, em serviço ou fora de serviço?, tendo em vista que a aferição do tipo penal ?homicídio? que é uma ação dolosa contra a vida, só pode ser constatada ao fim do processo judicial. Qualquer informação antes dessa confirmação legal, atenta contra a presunção de inocência prevista na Constituição Federal.Obs.3: Ademais, as mortes provocadas por policial civil e/ou militar, podem ser enquadradas dentre as quatro hipóteses de excludente de ilicitude, previstas no artigo 23, do Código Penal Brasileiro.Obs.4: O levantamento dos dados solicitados necessitaria de análise manual de cada caso, comparando-se com a informação do Judiciário, a qual não disponibilizamos;Reiteramos que o presente não constitui uma negação de acesso à informação. A informação solicitada não existe no banco de dados da GACE/SDS.",Informação inexistente,Não se aplica
2019101676,HEMOPE,10/12/2019,dezembro,Concluído no Prazo,"Empresa MULTIFARMA COMERCIAL LTDA (CNPJ 21.681.325/0001-57), que forneceu medicamentos à Fundação HEMOPE, e não recebeu o pagamento na integralidade, restando inadimplindo o valor total de R$ 31.372,80. Diante desse quadro, solicitamos as seguintes informações:1. A Fundação reconhece o crédito no valor de R$ 31.372,80? Em caso negativo, reconhece outro valor?2. Há alguma pendência administrativa ser sanada nos processos de fatura da despesa? Em caso positivo, listar cada uma, bem como o processo administrativo em referência.3. As despesas foram liquidadas? Em caso positivo, favor enviar notas de liquidação.4. As despesas foram inscritas em Restos a Pagar ou Despesas de Exercícios Anteriores?5. Qual a previsão de pagamento do crédito?",Execução Orçamentária e Financeira,"Informo que o valor apresentado pela empresa R$31.372,80 é devido. Não existe pendências da empresa. A despesa está registrada como DEA. E em relação ao pagamento , estamos aguardando a abertura do exercício 2020 para decidirmos a quitação da devida dívida.",Acesso concedido,Não se aplica
2019101799,CPRH,10/12/2019,dezembro,Concluído no Prazo,Gostaria de solicitar os dados de animais apreendidos pela CPRH.,Gestão Ambiental,Informo que os dados solicitados seguem em anexo,Acesso concedido,Não se aplica
2019101899,UPE,11/12/2019,dezembro,Concluído no Prazo,"Em relação ao pedido registrado sob o n.º 201978251, a despeito da informação prestada em relação ao quantitativo de 1.283 (mil, duzentos e oitenta e três) professores da Universidade de Pernambuco, não foram respondidas as indagações dos pontos (vi) e (vii), vale dizer:- o quantitativo de cargos vagos de Docente do Magistério Superior da Universidade de Pernambuco.- o quantitativo de cargos vagos de Docente do Magistério Superior do Curso de Direito da Universidade de Pernambuco.Assim, renovam-se mais uma vez os pedidos de informação quanto a estes dois pontos.Ademais, a despeito da confirmação da existência do relatório do Coordenador do Curso de Direito do Campus Benfica, no qual requereu a nomeação de professor efetivo para lecionar as disciplinas das ciências criminais, não foi fornecida a referida cópia. Apenas foi informado que ""o documento foi impresso e assinado. Não possuo cópia digital"".Ora, sendo um documento público devidamente assinado, é medida de rigor que seja fornecido uma cópia do mesmo, seja pelo coordenador do curso - subscritor do relatório (mesmo porque o documento impresso e protocolado deve se encontrar na coordenação, podendo e devendo facilmente ser obtido e digitalizado), seja pelo destinatário do relatório (a reitoria da UPE).Assim,renova-se mais uma vez o pedido de acesso à informação, qual seja, cópia do ofício/relatório do Coordenador do Curso de Direito do Campus Benfica que requereu a(s) nomeação(ões) de professor(es) efetivo(es) para lecionar(em) as disciplinas das ciências criminais, devendo o coordenador providenciar a referida cópia e/ou a reitoria da UPE (destinatário do ofício/relatório).",Servidores,"Informamos que dos 1.283 (um mil duzentos e oitenta e três) cargos existentes por lei para docentes, há 209 ( duzentos e nove) vagos. A direção da Faculdade de Ciência da Administração e Direito/FCAP, desta UPE, informa que há 2 (duas) vacâncias no curso de Direito.",Acesso concedido,Não se aplica
2019101714,PORTO RECIFE,09/12/2019,dezembro,Concluído no Prazo,"1) Qual o efetivo total de Guardas Portuários, ou cargo equivalente (se houver, especificar a nomenclatura), em atividade no Porto do Recife S.A.?2) Destes que estão na ativa, quantos já estão aposentados e ainda trabalham?",Servidores,"Segue respostas manifestadas através da Ouvidoria do Porto do Recife:1.     Efetivos de Guardas Portuários = 122.     Desses 12, 02 são aposentados pelo INSS.",Acesso concedido,Não se aplica
2019102194,FUNAPE,11/12/2019,dezembro,Concluído no Prazo,"Gostaria de solicitar cópia integral do Processo nº 2019107597 da FUNAPE, que trata-se de processo de revisão de pensão da segurada Maria da Conceição Moura Cavalcanti.",Servidores,"Esclarecemos que as solicitações de cópias de processos devem ser realizadas através da Agência Previdência da Funape (sede) ou nas Agências Regionais, localizadas no interior do Estado de PE.",Solicitados procedimentos adicionais,Não se aplica
2019102288,SEE,11/12/2019,dezembro,Concluído Fora do Prazo,"QUANTOS PROFESSORES (AS) DE MATEMÁTICA FORAM CONTRATADOS (AS) PARA O MUNICÍPIO DE BEZERROS NOS ANOS 2015, 2016, 2017 E 2018.",Servidores,"Prezada Senhora, Transcrevemos abaixo a resposta ao Pedido de Acesso à Informação registrado sob o nº 102288/2019, enviada pela Autoridade Administrativa, Sr. Leonardo Gonçalves Basto de Albuquerque: Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI. Atenciosamente, LEONARDO GONÇALVES BASTO DE ALBUQUERQUE Autoridade Administrativa da LAI da Secretaria de Educação Portaria SEE nº 4498, de 25/07/2019.",Acesso concedido,Não se aplica
2019102276,PCPE,11/12/2019,dezembro,Concluído no Prazo,"Solicito as seguintes informações sobre o porte, posse e uso de armas não letais pela POLÍCIA CIVIL neste Estado:1) Lei, portarias e qualquer outras regulamentações que especifiquem as regras de uso, posse e porte, especificando quais autoridades podem utilizá-las.2) Íntegra de todo e qualquer manual ou documento interno que especifique de que forma essas armas não letais devem ser usadas em presídios e em manifestações3) Tipos de armas não letais usadas pelas autoridades deste órgão, informando detalhadamente qual cargo pode usar qual arma. Caso a separação não seja por cargo, mas por formação, favor detalhar a formação específica que pode manusear tais equipamentos, enviando a íntegra do material usado em tal formação, com número de aulas, grade, carga horária e, se houver, literatura.Observações importantes:Em caso de documentos, favor enviá-los no formato digital ou por meio de links. Em caso de tabelas com números ou valores, favor enviá-las no formato aberto, como preconiza a política de dados abertos, ou seja, em formato CSV ou semelhante. (favor NÃO enviar em PDF)",Segurança Pública," Polícia Civil de Pernambuco não adquiriu nos últimos cinco(5) anos nenhum equipamento não letal.Não tem conhecimento de legislação específica para utilização destes equipamentos, além dos manuais de utilização dos equipamentos.A Polícia Civil de Pernambuco dispõe da Unidade de Operações Táticas -UNIOT/CORE/GAB/PCPE, utiliza em operações especiais : granada , spray de pimenta , munições de elastômero ( bala de borrachas ) e tonfa , deixando de trabalhar com taser pela sua inexistência . Esta Unidade tem efetivo constituído por policiais que  concluíram o curso de operações táticas especiais ,  ministrados pelas academias de polícias dos Estados de Pernambuco e Paraíba, com carga horária de 480 horas, dessas com 26 horas da formação específica do manuseio de equipamentos não letais.?",Acesso parcialmente concedido,Não se aplica
2019102281,PMPE,11/12/2019,dezembro,Concluído no Prazo,"Solicito as seguintes informações sobre o porte, posse e uso de armas não letais pela POLÍCIA MILITAR neste Estado:1) Lei, portarias e qualquer outras regulamentações que especifiquem as regras de uso, posse e porte, especificando quais autoridades podem utilizá-las.2) Íntegra de todo e qualquer manual ou documento interno que especifique de que forma essas armas não letais devem ser usadas em presídios e em manifestações3) Tipos de armas não letais usadas pelas autoridades deste órgão, informando detalhadamente qual cargo pode usar qual arma. Caso a separação não seja por cargo, mas por formação, favor detalhar a formação específica que pode manusear tais equipamentos, enviando a íntegra do material usado em tal formação, com número de aulas, grade, carga horária e, se houver, literatura.Observações importantes:Em caso de documentos, favor enviá-los no formato digital ou por meio de links. Em caso de tabelas com números ou valores, favor enviá-las no formato aberto, como preconiza a política de dados abertos, ou seja, em formato CSV ou semelhante. (favor NÃO enviar em PDF)",Segurança Pública,"Ofício nº 1.933/2019-DGP 6, datado de 19 de dezembro de 2019; acostado do Ofício nº 131/2019-SSAA/8ª EMG, datado de 17 de dezembro de 2019; acostado de 107 (cento e sete) laudas",Acesso negado,Informação sigilosa conforme Lei de Acesso à Informação
